"","bill_number","bill_link","bill_name","current_status","first_house_progress","second_house_progress","after_passage_progress","description","sponsors","requester","bill_history","democrat_sponsor_count","republican_sponsor_count","total_days_spent","season_years_active","party","general_status","chapter","year"
"145",1144,"https://app.leg.wa.gov/billsummary?BillNumber=1144&Year=2021&Initiative=false","HB 1144","HLocal Govt","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning standing before the growth management hearings board.","Hoff, Vick, Eslick","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 27. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,3,363,"2021-2022","republican","in committee",NA,NA
"146",1145,"https://app.leg.wa.gov/billsummary?BillNumber=1145&Year=2021&Initiative=false","Substitute - SHB 1145","C 33 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing the use of nonwood renewable fiber in recycled content paper carryout bags.","Rude","No Requester","2021 REGULAR SESSION: Start Jan 12 End Mar 1. IN THE SENATE: Start Mar 4 End Apr 3. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",0,1,92,"2021","republican","passed",33,21
"147",1146,"https://app.leg.wa.gov/billsummary?BillNumber=1146&Year=2021&Initiative=false","HB 1146","HApprops","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Limiting the transfer of moneys in nonappropriated funds and accounts.","Hoff, Vick","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,2,363,"2021-2022","republican","in committee",NA,NA
"148",1147,"https://app.leg.wa.gov/billsummary?BillNumber=1147&Year=2021&Initiative=false","Substitute - SHB 1147","HApprops","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating the Washington state office of resiliency.","Ryu, Klippert, Pollet, Goodman, Rule","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",4,1,363,"2021-2022","bipartisan","in committee",NA,NA
"149",1148,"https://app.leg.wa.gov/billsummary?BillNumber=1148&Year=2021&Initiative=false","2nd Substitute - 2SHB 1148","C 61 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Protecting patients in acute care hospitals.","Cody, Macri, Stonier, Lekanoff, Pollet","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 25. IN THE SENATE: Start Mar 1 End Apr 6. IN THE HOUSE: Start Apr 7 End Apr 7. IN THE SENATE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",4,0,94,"2021","democrat","passed",61,21
"150",1149,"https://app.leg.wa.gov/billsummary?BillNumber=1149&Year=2021&Initiative=false","HB 1149","HEducation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the public health knowledge of students in public school.","Pollet, Dolan, Ramel, Ormsby, Lekanoff, Goodman, Wicks, Valdez","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",8,0,363,"2021-2022","democrat","in committee",NA,NA
"151",1150,"https://app.leg.wa.gov/billsummary?BillNumber=1150&Year=2021&Initiative=false","HB 1150","HLocal Govt","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning state building code council membership.","Hoff, Chapman","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 19. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",1,1,363,"2021-2022","bipartisan","in committee",NA,NA
"152",1151,"https://app.leg.wa.gov/billsummary?BillNumber=1151&Year=2021&Initiative=false","Substitute - SHB 1151","C 9 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Bolstering economic recovery.","Leavitt, Shewmake, Peterson, Bronoske, Entenman, Stonier, Bateman, Chopp, Frame, Hackney, Callan, Pollet, Gregerson, Senn, Jesse Johnson","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 25. IN THE SENATE: Start Mar 1 End Mar 24. IN THE HOUSE: Start Mar 28 End Mar 28. IN THE SENATE: Start Mar 29 End Mar 29. OTHER THAN LEGISLATIVE ACTION: Start Mar 30 End Mar 31.",14,0,78,"2021","democrat","passed",9,21
"153",1152,"https://app.leg.wa.gov/billsummary?BillNumber=1152&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1152","C 205 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Supporting measures to create comprehensive public health districts.","Riccelli, Leavitt, Stonier, Ormsby, Lekanoff, Pollet, Bronoske, Bateman","Office of the Governor","2021 REGULAR SESSION: Start Jan 12 End Mar 8. IN THE SENATE: Start Mar 10 End Apr 11. IN THE HOUSE: Start Apr 15 End Apr 20. IN THE SENATE: Start Apr 21 End Apr 21. OTHER THAN LEGISLATIVE ACTION: Start Apr 22 End May 10.",7,0,118,"2021","democrat","passed",205,21
"154",1153,"https://app.leg.wa.gov/billsummary?BillNumber=1153&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1153","C 107 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Increasing language access in public schools.","Orwall, Gregerson, Davis, Hackney, Macri, Callan, Pollet, Ramos, Bergquist, Thai, Jesse Johnson, Simmons, Valdez","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 15. 2022 REGULAR SESSION: Start Jan 10 End Feb 8. IN THE SENATE: Start Feb 10 End Mar 2. IN THE HOUSE: Start Mar 8 End Mar 9. IN THE SENATE: Start Mar 10 End Mar 10. OTHER THAN LEGISLATIVE ACTION: Start Mar 10 End Mar 23.",14,0,435,"2021-2022","democrat","passed",107,22
"155",1154,"https://app.leg.wa.gov/billsummary?BillNumber=1154&Year=2021&Initiative=false","HB 1154","HCap Budget","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the building communities fund program.","Ortiz-Self, Santos, Frame, Peterson","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 26. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",3,0,363,"2021-2022","democrat","in committee",NA,NA
"156",1155,"https://app.leg.wa.gov/billsummary?BillNumber=1155&Year=2021&Initiative=false","Substitute - SHB 1155","C 297 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning sales and use tax for emergency communication systems and facilities.","Riccelli, Ormsby, Lekanoff","No Requester","2021 REGULAR SESSION: Start Jan 12 End Mar 1. IN THE SENATE: Start Mar 4 End Apr 5. IN THE HOUSE: Start Apr 14 End Apr 20. IN THE SENATE: Start Apr 21 End Apr 21. OTHER THAN LEGISLATIVE ACTION: Start Apr 22 End May 13.",3,0,121,"2021","democrat","passed",297,21
"157",1156,"https://app.leg.wa.gov/billsummary?BillNumber=1156&Year=2021&Initiative=false","Substitute - SHB 1156","HRules C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Increasing representation and voter participation in local elections.","Harris-Talley, Gregerson, Shewmake, Ormsby, Chopp, Lekanoff, Davis, Frame, Macri, Duerr, Pollet, Goodman, Berg, Taylor, Walsh, Rule, Ortiz-Self, Berry, Peterson, Thai, Wicks, Bateman, Jesse Johnson, Simmons, Fitzgibbon, Ramel, Dolan","No Requester","2021 REGULAR SESSION: Start Jan 12 End Mar 10. 2022 REGULAR SESSION: Start Jan 10 End Feb 22.",26,2,406,"2021-2022","bipartisan","rules committee",NA,NA
"158",1157,"https://app.leg.wa.gov/billsummary?BillNumber=1157&Year=2021&Initiative=false","2nd Substitute - 2SHB 1157","HRules 3C","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Increasing housing supply through the growth management act and housing density tax incentives for local governments.","Bateman, Gilday, Taylor, Eslick, Robertson, Simmons, Ormsby, Lekanoff, Hackney, Ryu, Walen, Vick, Wicks, Berg, Fitzgibbon, Barkis, Harris-Talley, Dolan","No Requester","2021 REGULAR SESSION: Start Jan 12 End Mar 28. IN THE SENATE: Start Mar 30 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Mar 10.",13,6,422,"2021-2022","bipartisan","rules committee",NA,NA
"159",1158,"https://app.leg.wa.gov/billsummary?BillNumber=1158&Year=2021&Initiative=false","HB 1158","HState Govt & T","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Limiting unilateral actions by the executive branch in emergencies.","Eslick, Ybarra, Dent, Sutherland","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,4,363,"2021-2022","republican","in committee",NA,NA
"160",1159,"https://app.leg.wa.gov/billsummary?BillNumber=1159&Year=2021&Initiative=false","HB 1159","C 34 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the number of fire protection district commissioners.","Berg, Bronoske, Griffey, Pollet","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 3. IN THE SENATE: Start Feb 5 End Apr 3. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",3,1,92,"2021","bipartisan","passed",34,21
"161",1160,"https://app.leg.wa.gov/billsummary?BillNumber=1160&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1160","HHC/Wellness","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning health provider contracts.","Cody, Macri, Pollet","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 26. IN THE SENATE: Start Mar 2 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",3,0,363,"2021-2022","democrat","in committee",NA,NA
"162",1161,"https://app.leg.wa.gov/billsummary?BillNumber=1161&Year=2021&Initiative=false","2nd Substitute - 2SHB 1161","C 155 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Modifying the requirements for drug take-back programs.","Peterson, Davis, Pollet, Thai","No Requester","2021 REGULAR SESSION: Start Jan 12 End Mar 8. IN THE SENATE: Start Mar 10 End Apr 11. IN THE HOUSE: Start Apr 13 End Apr 13. IN THE SENATE: Start Apr 19 End Apr 19. OTHER THAN LEGISLATIVE ACTION: Start Apr 20 End May 3.",4,0,111,"2021","democrat","passed",155,21
"163",1162,"https://app.leg.wa.gov/billsummary?BillNumber=1162&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1162","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning high school graduation credit and pathway options.","Stonier, Harris, Lekanoff, Hackney, Pollet, Dolan, Callan","State Board of Education","2021 REGULAR SESSION: Start Jan 12 End Feb 25. IN THE SENATE: Start Mar 1 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Feb 14. IN THE SENATE: Start Feb 16 End Mar 10.",5,1,422,"2021-2022","bipartisan","rules committee",NA,NA
"164",1163,"https://app.leg.wa.gov/billsummary?BillNumber=1163&Year=2021&Initiative=false","HB 1163","HApprops","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning oversight and management of the state budgeting and expenditure process.","Stokesbary","No Requester","2021 REGULAR SESSION: Start Jan 12 End Jan 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,1,363,"2021-2022","republican","in committee",NA,NA
"165",1164,"https://app.leg.wa.gov/billsummary?BillNumber=1164&Year=2021&Initiative=false","HB 1164","HCivil R & Judi","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Addressing firearm safety measures to increase public safety.","Valdez, Peterson, Ormsby, Davis, Hackney, Macri, Pollet, Gregerson, Ramel, Bateman, Simmons, Fitzgibbon, Harris-Talley","Attorney General","2021 REGULAR SESSION: Start Jan 12 End Jan 12. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",13,1,363,"2021-2022","bipartisan","in committee",NA,NA
"166",1165,"https://app.leg.wa.gov/billsummary?BillNumber=1165&Year=2021&Initiative=false","Engrossed - EHB 1165","C 15 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the Washington credit union act.","Ryu, Vick, Santos, Hoff, Harris-Talley","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 3. IN THE SENATE: Start Feb 5 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 26. IN THE SENATE: Start Feb 1 End Mar 1. IN THE HOUSE: Start Mar 2 End Mar 2. IN THE SENATE: Start Mar 2 End Mar 2. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",2,3,423,"2021-2022","bipartisan","passed",15,22
"167",1166,"https://app.leg.wa.gov/billsummary?BillNumber=1166&Year=2021&Initiative=false","Substitute - SHB 1166","C 62 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding access to the homeless and foster care college students pilot program.","Leavitt, Caldier, Sutherland, Chopp, Lekanoff, Davis, Shewmake, Pollet, Ramos, Callan, Rule, Gregerson, Bateman, Harris-Talley, Jesse Johnson","No Requester","2021 REGULAR SESSION: Start Jan 12 End Feb 26. IN THE SENATE: Start Mar 2 End Apr 7. IN THE HOUSE: Start Apr 9 End Apr 9. IN THE SENATE: Start Apr 10 End Apr 10. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",13,3,94,"2021","bipartisan","passed",62,21
"168",1167,"https://app.leg.wa.gov/billsummary?BillNumber=1167&Year=2021&Initiative=false","HB 1167","C 63 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning Thurston county superior court judges.","Bateman, Dolan, Hackney","Administrative Office of the Courts","2021 REGULAR SESSION: Start Jan 12 End Mar 3. IN THE SENATE: Start Mar 6 End Apr 7. IN THE HOUSE: Start Apr 9 End Apr 9. IN THE SENATE: Start Apr 10 End Apr 10. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",3,0,94,"2021","democrat","passed",63,21
"169",1168,"https://app.leg.wa.gov/billsummary?BillNumber=1168&Year=2021&Initiative=false","2nd Substitute - 2SHB 1168","C 298 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning long-term forest health and the reduction of wildfire dangers.","Springer, Kretz, Fitzgibbon, Griffey, Riccelli, Lekanoff, Ramos, Callan, Harris-Talley, Dent, Klicker","No Requester","2021 REGULAR SESSION: Start Jan 13 End Mar 9. IN THE SENATE: Start Mar 12 End Apr 9. IN THE HOUSE: Start Apr 22 End Apr 23. IN THE SENATE: Start Apr 24 End Apr 24. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 13.",7,5,120,"2021","bipartisan","passed",298,21
"170",1169,"https://app.leg.wa.gov/billsummary?BillNumber=1169&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1169","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning sentencing enhancements.","Goodman, Davis, Dolan, Simmons, Bateman, Lekanoff, Springer, Gregerson, Senn, Fitzgibbon, Ramos, Frame, Ramel, Peterson, Lovick, Ryu, Callan, Slatter, Duerr, Ormsby, Macri, Hackney","No Requester","2021 REGULAR SESSION: Start Jan 13 End Mar 10. 2022 REGULAR SESSION: Start Jan 10 End Feb 12. IN THE SENATE: Start Feb 15 End Mar 10.",22,0,421,"2021-2022","democrat","rules committee",NA,NA
"171",1170,"https://app.leg.wa.gov/billsummary?BillNumber=1170&Year=2021&Initiative=false","Substitute - SHB 1170","C 64 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Building economic strength through manufacturing.","Boehnke, Paul, Walsh, Kloba, Shewmake, Santos, Springer, Dolan, Dye, Graham, Leavitt, McCaslin, Young, Walen, Riccelli, Bateman, Lovick, Lekanoff, Eslick, Frame, Barkis, Sutherland, Robertson, Dent","No Requester","2021 REGULAR SESSION: Start Jan 13 End Mar 9. IN THE SENATE: Start Mar 12 End Apr 7. IN THE HOUSE: Start Apr 9 End Apr 9. IN THE SENATE: Start Apr 10 End Apr 10. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",12,11,93,"2021","bipartisan","passed",64,21
"172",1171,"https://app.leg.wa.gov/billsummary?BillNumber=1171&Year=2021&Initiative=false","Substitute - SHB 1171","C 35 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Amending child support income withholding provisions to comply with federal child support program requirements.","Walen, Springer, Dolan, Lovick","Department of Social and Health Services","2021 REGULAR SESSION: Start Jan 13 End Feb 3. IN THE SENATE: Start Feb 5 End Apr 3. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",4,0,91,"2021","democrat","passed",35,21
"173",1172,"https://app.leg.wa.gov/billsummary?BillNumber=1172&Year=2021&Initiative=false","HB 1172","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Recognizing judicially affirmed and treaty-reserved fishing rights and promoting state-tribal cooperative agreements in the management of salmon, trout, and steelhead resources.","Lekanoff, Kloba, Ramel, Leavitt, Davis, Dolan, Fitzgibbon, Riccelli, Bateman, Gregerson, Duerr","Attorney General","2021 REGULAR SESSION: Start Jan 13 End Feb 25. IN THE SENATE: Start Mar 1 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 14. IN THE SENATE: Start Jan 18 End Mar 10.",11,0,421,"2021-2022","democrat","rules committee",NA,NA
"174",1173,"https://app.leg.wa.gov/billsummary?BillNumber=1173&Year=2021&Initiative=false","2nd Substitute - 2SHB 1173","C 259 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning state lands development authorities.","Berry, Frame, Dolan, Lekanoff","No Requester","2021 REGULAR SESSION: Start Jan 13 End Feb 25. IN THE SENATE: Start Mar 1 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Feb 9. IN THE SENATE: Start Feb 10 End Mar 4. IN THE HOUSE: Start Mar 7 End Mar 8. IN THE SENATE: Start Mar 10 End Mar 10. OTHER THAN LEGISLATIVE ACTION: Start Mar 10 End Mar 31.",4,0,442,"2021-2022","democrat","passed",259,22
"175",1174,"https://app.leg.wa.gov/billsummary?BillNumber=1174&Year=2021&Initiative=false","HB 1174","HPublic Safety","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Enacting the uniform electronic recordation of custodial interrogations act.","Peterson, Simmons, Davis, Dolan, Fitzgibbon, Ortiz-Self, Sells, Senn, Ryu, Wylie, Riccelli, Valdez, Orwall, Bateman, Gregerson, Lovick, Frame, Slatter, Ormsby, Macri","No Requester","2021 REGULAR SESSION: Start Jan 13 End Jan 13. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",20,0,362,"2021-2022","democrat","in committee",NA,NA
"176",1175,"https://app.leg.wa.gov/billsummary?BillNumber=1175&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1175","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing a property tax exemption for real property used as a host home associated with a host home program.","Jesse Johnson, Caldier, Callan, Young, Griffey, Sutherland, Harris-Talley, Ormsby, Fitzgibbon","No Requester","2021 REGULAR SESSION: Start Jan 13 End Jan 13. 2022 REGULAR SESSION: Start Jan 10 End Feb 12. IN THE SENATE: Start Feb 15 End Mar 10.",5,5,421,"2021-2022","bipartisan","rules committee",NA,NA
"177",1176,"https://app.leg.wa.gov/billsummary?BillNumber=1176&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1176","C 120 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning access to higher education.","Paul, Boehnke, Kloba, Callan, Davis, Dolan, Riccelli, Bergquist, Lekanoff, Shewmake","State Board for Community and Technical Colleges","2021 REGULAR SESSION: Start Jan 13 End Feb 24. IN THE SENATE: Start Feb 26 End Apr 6. IN THE HOUSE: Start Apr 15 End Apr 20. IN THE SENATE: Start Apr 21 End Apr 21. OTHER THAN LEGISLATIVE ACTION: Start Apr 22 End Apr 26.",10,1,103,"2021","bipartisan","passed",120,21
